Feed Flow (m3/hr),Feed Pressure(bar),Feed Temperature,Feed water pH,Specific Energy(kwh/m3),Flux(lmh),Pass Stage,Pressure Vessel,Elements,Element age(years),Recovery(%),Ca_FW,Mg_FW,Na_FW,K_FW,NH4_FW,Ba_FW,Sr_FW,H_FW,CO3_FW,HCO3_FW,SO4_FW,Cl_FW,F_FW,NO3_FW,PO4_FW,OH_FW,SiO2_FW,B_FW,CO2_FW,NH3_FW,Feed Water TDS,"CaSO4 / ksp * 100, %_FW","SrSO4 / ksp * 100, %_FW","BaSO4 / ksp * 100, %_FW","SiO2 saturation, %_FW","CaF2 / ksp * 100, %_FW",Ca_P,Mg_P,Na_P,K_P,NH4_P,Ba_P,Sr_P,H_P,CO3_P,HCO3_P,SO4_P,Cl_P,F_P,NO3_P,PO4_P,OH_P,SiO2_P,B_P,CO2_P,NH3_P,Permeate TDS,Ca_C,Mg_C,Na_C,K_C,NH4_C,Ba_C,Sr_C,H_C,CO3_C,HCO3_C,SO4_C,Cl_C,F_C,NO3_C,PO4_C,OH_C,SiO2_C,B_C,CO2_C,NH3_C,Concentrate TDS,"CaSO4 / ksp * 100, %_C","SrSO4 / ksp * 100, %_C","BaSO4 / ksp * 100, %_C","SiO2 saturation, %_C","CaF2 / ksp * 100, %_C"
75.00,18.84,36.00,7.00,71.28,16.82,1.00,16.00,6.00,3.00,80.00,25.00,25.00,1882.79,0.00,0.00,0.00,0.00,0.00,0.10,90.70,0.00,2967.77,0.00,0.00,0.00,,20.00,0.00,9.43,,5011.36,0.00,0.00,0.00,15.96,0.00,0.09,0.09,29.42,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,44.99,0.00,0.00,0.00,,0.33,0.00,9.45,,76.61,124.49,124.49,9286.53,0.00,0.00,0.00,0.00,0.00,2.29,443.05,0.00,14643.52,0.00,0.00,0.00,,98.58,0.00,10.39,,24722.96,0.00,0.00,0.00,78.11,0.00
75.00,18.84,36.00,7.00,71.28,16.82,1.00,16.00,6.00,3.00,80.00,25.00,25.00,1882.79,0.00,0.00,0.00,0.00,0.00,0.10,90.70,0.00,2967.77,0.00,0.00,0.00,,20.00,0.00,9.43,,5011.36,0.00,0.00,0.00,15.96,0.00,0.09,0.09,29.42,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,44.99,0.00,0.00,0.00,,0.33,0.00,9.45,,76.61,124.49,124.49,9286.53,0.00,0.00,0.00,0.00,0.00,2.29,443.05,0.00,14643.52,0.00,0.00,0.00,,98.58,0.00,10.39,,24722.96,0.00,0.00,0.00,78.11,0.00
70.59,21.28,20.00,7.00,66.01,17.94,1.00,15.00,6.00,3.00,85.00,379.91,5.00,374.63,188.00,0.00,0.00,0.00,0.00,0.02,22.26,1000.00,684.48,0.00,0.00,0.00,,20.00,0.00,2.92,,2674.80,48.78,0.00,0.00,15.98,0.00,0.44,0.01,2.75,2.06,0.00,0.00,0.00,0.00,0.00,0.50,1.25,5.81,0.00,0.00,0.00,,0.16,0.00,2.84,,12.97,2527.00,33.26,2478.84,1240.11,0.00,0.00,0.00,0.00,0.67,144.81,6651.11,4524.53,0.00,0.00,0.00,,132.26,0.00,3.34,,17735.92,510.36,0.00,0.00,105.23,0.00
70.59,15.33,36.00,7.00,48.38,17.93,1.00,15.00,6.00,3.00,85.00,379.91,5.00,374.63,188.00,0.00,0.00,0.00,0.00,0.02,22.21,1000.00,684.48,0.00,0.00,0.00,,20.00,0.00,2.44,,2674.76,48.61,0.00,0.00,15.96,0.00,1.03,0.01,6.40,4.79,0.00,0.00,0.00,0.00,0.00,0.81,2.90,13.54,0.00,0.00,0.00,,0.38,0.00,2.45,,29.86,2518.98,33.15,2453.57,1222.36,0.00,0.00,0.00,0.00,0.79,141.39,6629.37,4472.41,0.00,0.00,0.00,,130.77,0.00,3.06,,17606.10,507.51,0.00,0.00,103.51,0.00
70.59,18.71,36.00,7.00,71.35,16.81,1.00,16.00,6.00,3.00,85.00,25.00,25.00,1882.79,0.00,0.00,0.00,0.00,0.00,0.10,90.70,0.00,2967.77,0.00,0.00,0.00,,20.00,0.00,9.43,,5011.36,0.00,0.00,0.00,15.96,0.00,0.11,0.11,34.36,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,52.53,0.00,0.00,0.00,,0.39,0.00,9.54,,89.38,165.71,165.71,12331.93,0.00,0.00,0.00,0.00,0.00,3.73,586.76,0.00,19447.51,0.00,0.00,0.00,,130.88,0.00,10.92,,32832.23,0.00,0.00,0.00,103.54,0.00
120.00,13.69,25.00,7.00,65.99,19.43,1.00,19.00,7.00,3.00,80.00,100.00,20.00,990.00,11.73,0.00,0.00,0.00,0.00,0.18,216.27,66.40,1597.79,0.00,0.50,0.00,,20.00,0.00,26.80,,3023.17,0.93,0.00,0.00,15.98,0.00,2.99,0.30,29.57,0.31,0.00,0.00,0.00,0.00,0.00,5.96,0.84,48.06,0.00,0.08,0.00,,0.46,0.00,26.99,,88.58,488.62,98.91,4837.50,57.46,0.00,0.00,0.00,0.00,4.38,1051.95,329.05,7806.00,0.00,2.19,0.00,,98.27,0.00,28.39,,14775.79,6.72,0.00,0.00,78.14,0.00
120.00,13.69,25.00,7.00,65.99,19.43,1.00,19.00,7.00,3.00,80.00,100.00,20.00,990.00,11.73,0.00,0.00,0.00,0.00,0.18,216.27,66.40,1597.79,0.00,0.50,0.00,,20.00,0.00,26.80,,3023.17,0.93,0.00,0.00,15.98,0.00,2.99,0.30,29.57,0.31,0.00,0.00,0.00,0.00,0.00,5.96,0.84,48.06,0.00,0.08,0.00,,0.46,0.00,26.99,,88.58,488.62,98.91,4837.50,57.46,0.00,0.00,0.00,0.00,4.38,1051.95,329.05,7806.00,0.00,2.19,0.00,,98.27,0.00,28.39,,14775.79,6.72,0.00,0.00,78.14,0.00
78.57,40.02,25.00,7.00,87.49,15.43,1.00,16.00,6.00,3.00,70.00,14.30,4.98,3677.60,165.26,114.32,0.00,0.00,0.00,0.02,17.72,1991.96,4604.14,0.00,0.00,0.00,,15.31,0.00,1.74,,10605.61,1.51,0.00,0.00,12.23,0.00,0.02,0.01,28.54,2.17,2.35,0.00,0.00,0.00,0.00,3.11,5.41,44.84,0.00,0.00,0.00,,0.15,0.00,0.68,,86.59,46.68,16.27,11953.74,535.14,368.28,0.00,0.00,0.00,0.08,51.82,6497.48,14944.71,0.00,0.00,0.00,,49.70,0.00,3.42,,34463.91,6.54,0.00,0.00,39.68,0.00
79.22,27.98,20.00,7.00,116.25,16.08,1.00,17.00,6.00,3.00,76.90,14.00,4.88,3600.00,161.87,112.00,0.00,0.00,0.00,0.02,15.99,1950.72,4507.79,0.00,0.00,0.00,,15.00,0.00,1.70,,10382.32,1.48,0.00,0.00,11.98,0.00,0.02,0.01,23.71,1.80,1.92,0.00,0.00,0.00,0.00,2.46,4.47,37.29,0.00,0.00,0.00,,0.13,0.00,0.97,,71.80,60.64,21.14,15527.56,695.72,479.14,0.00,0.00,0.00,0.11,61.92,8441.82,19417.69,0.00,0.00,0.00,,64.61,0.00,3.53,,44770.55,9.03,0.00,0.00,51.60,0.00
79.22,25.94,25.00,7.00,109.50,16.09,1.00,17.00,6.00,3.00,77.00,14.00,4.88,3600.00,161.87,112.00,0.00,0.00,0.00,0.02,15.54,1950.72,4507.79,0.00,0.00,0.00,,15.00,0.00,1.54,,10381.87,1.47,0.00,0.00,11.98,0.00,0.02,0.01,27.92,2.13,2.33,0.00,0.00,0.00,0.00,3.08,5.24,43.94,0.00,0.00,0.00,,0.15,0.00,0.51,,84.80,60.65,21.14,15518.37,694.86,477.93,0.00,0.00,0.00,0.10,58.93,8441.89,19401.62,0.00,0.00,0.00,,64.55,0.00,3.63,,44740.27,9.03,0.00,0.00,51.22,0.00
79.22,22.80,37.00,7.00,98.38,16.09,1.00,17.00,6.00,3.00,77.00,14.00,4.88,3600.00,161.87,112.00,0.00,0.00,0.00,0.02,13.67,1950.72,4507.79,0.00,0.00,0.00,,15.00,0.00,1.21,,10380.00,1.47,0.00,0.00,11.96,0.00,0.03,0.01,47.03,3.58,3.99,0.00,0.00,0.00,0.03,3.73,8.78,74.03,0.00,0.00,0.00,,0.26,0.00,0.05,,141.45,60.69,21.15,15475.65,690.95,473.03,0.00,0.00,0.00,0.07,48.62,8441.60,19327.45,0.00,0.00,0.00,,64.28,0.00,3.78,,44603.72,9.02,0.00,0.00,49.16,0.00
18.00,56.02,20.00,7.00,40.95,9.68,1.00,5.00,5.00,3.00,50.00,86.00,4.88,15600.01,697.51,475.00,0.00,0.00,0.00,0.02,13.75,8441.60,19548.84,0.00,0.00,0.00,,45.00,0.00,0.86,,44912.83,12.77,0.00,0.00,35.94,0.00,0.08,0.00,99.00,7.60,6.33,0.00,0.00,0.00,0.03,1.98,16.57,157.55,0.00,0.00,0.00,,0.37,0.00,0.01,,289.52,171.55,9.73,31034.90,1384.47,941.67,0.00,0.00,0.00,0.04,25.99,16830.76,38857.35,0.00,0.00,0.00,,89.44,0.00,1.31,,89346.35,29.77,0.00,0.00,69.58,0.00
18.00,55.45,25.00,7.00,40.56,9.69,1.00,5.00,5.00,3.00,50.00,86.00,4.88,15600.01,697.51,475.00,0.00,0.00,0.00,0.02,12.35,8441.60,19548.84,0.00,0.00,0.00,,45.00,0.00,0.72,,44911.44,12.76,0.00,0.00,35.93,0.00,0.10,0.01,125.98,9.67,8.16,0.00,0.00,0.00,0.03,1.84,21.06,200.51,0.00,0.00,0.00,,0.48,0.00,0.01,,367.83,171.57,9.74,31014.60,1382.70,940.04,0.00,0.00,0.00,0.04,23.17,16829.88,38822.77,0.00,0.00,0.00,,89.35,0.00,1.15,,89284.31,29.74,0.00,0.00,69.10,0.00
18.00,54.93,37.00,7.00,40.19,9.69,1.00,5.00,5.00,3.00,50.00,86.00,4.88,15600.02,697.51,475.00,0.00,0.00,0.00,0.01,6.57,8441.61,19548.85,0.00,0.00,0.00,,45.00,0.00,0.34,,44905.67,12.72,0.00,0.00,35.87,0.00,0.16,0.01,200.77,15.38,13.66,0.00,0.00,0.00,0.02,1.09,33.51,319.51,0.00,0.00,0.00,,0.77,0.00,0.01,,584.89,171.52,9.73,30942.37,1377.11,934.62,0.00,0.00,0.00,0.02,12.13,16818.76,38707.01,0.00,0.00,0.00,,89.07,0.00,0.58,,89062.78,29.65,0.00,0.00,68.18,0.00
18.00,54.37,37.00,6.83,39.88,9.69,1.00,5.00,5.00,3.00,50.00,60.69,21.25,15476.80,690.95,473.03,0.00,0.00,0.00,0.08,52.01,8441.61,19327.46,0.00,0.00,0.00,,64.28,0.00,4.01,,44608.38,9.02,0.00,0.00,49.21,0.00,0.11,0.04,198.28,15.19,13.55,0.00,0.00,0.00,0.03,9.98,33.44,314.88,0.00,0.00,0.00,,1.10,0.00,0.35,,586.60,121.05,42.38,30699.75,1364.24,930.82,0.00,0.00,0.00,0.17,96.82,16819.31,38270.78,0.00,0.00,0.00,,127.23,0.00,5.49,,88473.00,21.04,0.00,0.00,95.86,0.00
38.82,21.18,20.00,7.15,44.88,18.11,1.00,7.00,7.00,3.00,85.00,336.70,111.85,1526.22,0.00,0.01,0.04,0.00,0.00,0.25,199.24,681.00,2641.78,1.49,21.49,0.00,,0.00,2.13,16.72,,5522.22,18.39,0.00,195.63,0.00,38.95,0.64,0.15,14.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12,0.91,21.23,0.02,0.29,0.00,,0.00,0.77,17.06,,40.13,2232.84,742.10,10058.67,0.00,0.06,0.27,0.00,0.00,8.67,1297.59,4518.29,17427.81,9.78,141.10,0.00,,0.00,9.82,19.64,,36447.05,191.22,0.00,1682.52,0.00,5102.76
38.82,16.65,35.00,7.15,36.80,18.12,1.00,7.00,7.00,3.00,85.00,336.70,111.85,1526.22,0.00,0.01,0.04,0.00,0.00,0.33,199.02,681.00,2641.78,1.49,21.49,0.00,,0.00,2.13,14.09,,5522.08,18.33,0.00,194.91,0.00,38.88,1.19,0.27,25.93,0.00,0.00,0.00,0.00,0.00,0.00,3.56,1.66,39.32,0.04,0.54,0.00,,0.00,1.21,14.60,,73.71,2233.50,742.64,10008.03,0.00,0.06,0.27,0.00,0.00,10.83,1286.72,4521.63,17354.65,9.70,139.94,0.00,,0.00,7.35,17.39,,36315.40,191.11,0.00,1680.85,0.00,5015.85
9.50,24.69,25.00,6.80,8.84,14.91,1.00,2.00,6.00,3.00,70.00,16.00,4.88,3703.40,0.00,0.00,0.00,0.00,0.00,-0.08,-116.81,150.00,4813.73,0.00,1199.99,400.00,,5.00,0.00,-18.84,,10177.10,0.14,0.00,0.00,3.81,0.00,0.03,0.01,64.16,0.00,0.00,0.00,0.00,0.00,-0.02,-0.01,0.60,65.20,0.00,19.11,0.82,,0.00,0.00,0.00,,149.92,53.23,16.24,12188.44,0.00,0.00,0.00,0.00,0.00,-0.08,-116.01,498.33,15885.14,0.00,2845.17,694.90,,0.05,0.00,-18.71,,32068.72,0.63,0.00,0.00,0.00,0.00
22.22,60.60,15.00,7.50,45.14,14.96,1.00,3.00,6.00,3.00,45.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.58,145.12,0.00,21118.94,0.00,0.00,0.00,,0.00,0.00,3.64,,35014.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.12,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,101.56,0.00,0.00,0.00,,0.00,0.00,3.68,,168.53,0.00,0.00,24930.69,0.00,0.00,0.00,0.00,0.00,1.61,262.01,0.00,38291.61,0.00,0.00,0.00,,0.00,0.00,3.91,,63485.92,0.00,0.00,0.00,0.00,0.00
22.22,54.85,30.00,7.50,40.86,14.95,1.00,3.00,6.00,3.00,45.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.80,144.64,0.00,21118.93,0.00,0.00,0.00,,0.00,0.00,2.92,,35014.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.48,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.00,237.28,0.00,0.00,0.00,,0.00,0.00,3.04,,393.48,0.00,0.00,24853.55,0.00,0.00,0.00,0.00,0.00,2.13,260.10,0.00,38173.13,0.00,0.00,0.00,,0.00,0.00,3.25,,63288.91,0.00,0.00,0.00,0.00,0.00
2.86,53.23,15.00,7.50,5.10,11.97,1.00,2.00,5.00,3.00,35.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.58,145.12,0.00,21118.94,0.00,0.00,0.00,,0.00,0.00,3.64,,35014.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.36,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,129.57,0.00,0.00,0.00,,0.00,0.00,3.66,,214.96,0.00,0.00,21104.82,0.00,0.00,0.00,0.00,0.00,1.22,222.08,0.00,32415.36,0.00,0.00,0.00,,0.00,0.00,3.81,,53743.48,0.00,0.00,0.00,0.00,0.00
2.86,47.92,30.00,7.50,4.59,11.95,1.00,2.00,5.00,3.00,35.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.80,144.64,0.00,21118.93,0.00,0.00,0.00,,0.00,0.00,2.92,,35014.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.58,0.00,0.00,0.00,0.00,0.00,0.00,1.95,0.00,272.76,0.00,0.00,0.00,,0.00,0.00,3.00,,452.29,0.00,0.00,21041.51,0.00,0.00,0.00,0.00,0.00,1.64,220.54,0.00,32318.12,0.00,0.00,0.00,,0.00,0.00,3.14,,53581.80,0.00,0.00,0.00,0.00,0.00
1.00,45.34,15.00,7.50,1.52,11.96,1.00,1.00,1.00,3.00,10.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.58,145.12,0.00,21118.94,0.00,0.00,0.00,,0.00,0.00,3.64,,35014.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.40,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,100.46,0.00,0.00,0.00,,0.00,0.00,3.58,,166.71,0.00,0.00,15268.91,0.00,0.00,0.00,0.00,0.00,0.70,161.04,0.00,23451.86,0.00,0.00,0.00,,0.00,0.00,3.67,,38882.52,0.00,0.00,0.00,0.00,0.00
1.00,40.40,30.00,7.50,1.35,11.96,1.00,1.00,1.00,3.00,10.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.80,144.64,0.00,21118.93,0.00,0.00,0.00,,0.00,0.00,2.92,,35014.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.42,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.00,215.68,0.00,0.00,0.00,,0.00,0.00,2.91,,357.67,0.00,0.00,15260.87,0.00,0.00,0.00,0.00,0.00,0.96,160.40,0.00,23439.51,0.00,0.00,0.00,,0.00,0.00,2.97,,38861.74,0.00,0.00,0.00,0.00,0.00
5.00,55.15,15.00,7.50,9.24,13.46,1.00,1.00,4.00,3.00,40.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.58,145.12,0.00,21118.94,0.00,0.00,0.00,,0.00,0.00,3.64,,35014.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.06,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,115.28,0.00,0.00,0.00,,0.00,0.00,3.67,,191.28,0.00,0.00,22851.72,0.00,0.00,0.00,0.00,0.00,1.39,240.32,0.00,35098.47,0.00,0.00,0.00,,0.00,0.00,3.86,,58191.90,0.00,0.00,0.00,0.00,0.00
5.00,50.48,30.00,7.50,8.46,13.45,1.00,1.00,4.00,3.00,40.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.80,144.64,0.00,21118.93,0.00,0.00,0.00,,0.00,0.00,2.92,,35014.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.24,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,264.56,0.00,0.00,0.00,,0.00,0.00,3.02,,438.70,0.00,0.00,22781.69,0.00,0.00,0.00,0.00,0.00,1.86,238.61,0.00,34990.91,0.00,0.00,0.00,,0.00,0.00,3.19,,58013.06,0.00,0.00,0.00,0.00,0.00
1.00,47.65,15.00,7.50,1.60,11.96,1.00,2.00,1.00,3.00,20.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.58,145.12,0.00,21118.94,0.00,0.00,0.00,,0.00,0.00,3.64,,35014.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.71,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,108.61,0.00,0.00,0.00,,0.00,0.00,3.61,,180.21,0.00,0.00,17165.05,0.00,0.00,0.00,0.00,0.00,0.86,180.90,0.00,26364.19,0.00,0.00,0.00,,0.00,0.00,3.72,,43711.00,0.00,0.00,0.00,0.00,0.00
1.00,42.84,30.00,7.50,1.44,11.95,1.00,2.00,1.00,3.00,20.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.80,144.64,0.00,21118.93,0.00,0.00,0.00,,0.00,0.00,2.92,,35014.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.21,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.00,233.78,0.00,0.00,0.00,,0.00,0.00,2.94,,387.68,0.00,0.00,17144.33,0.00,0.00,0.00,0.00,0.00,1.17,180.01,0.00,26332.35,0.00,0.00,0.00,,0.00,0.00,3.02,,43657.86,0.00,0.00,0.00,0.00,0.00
1.00,51.19,15.00,7.50,1.72,11.95,1.00,3.00,1.00,3.00,30.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.58,145.12,0.00,21118.94,0.00,0.00,0.00,,0.00,0.00,3.64,,35014.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.78,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,124.07,0.00,0.00,0.00,,0.00,0.00,3.64,,205.84,0.00,0.00,19597.40,0.00,0.00,0.00,0.00,0.00,1.08,206.33,0.00,30100.08,0.00,0.00,0.00,,0.00,0.00,3.77,,49904.89,0.00,0.00,0.00,0.00,0.00
1.00,46.56,30.00,7.50,1.56,11.96,1.00,3.00,1.00,3.00,30.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.80,144.64,0.00,21118.93,0.00,0.00,0.00,,0.00,0.00,2.92,,35014.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.22,0.00,0.00,0.00,0.00,0.00,0.00,1.84,0.00,256.84,0.00,0.00,0.00,,0.00,0.00,2.98,,425.90,0.00,0.00,19567.45,0.00,0.00,0.00,0.00,0.00,1.45,205.22,0.00,30054.09,0.00,0.00,0.00,,0.00,0.00,3.09,,49828.21,0.00,0.00,0.00,0.00,0.00
12.50,50.36,30.00,7.50,21.10,13.45,1.00,2.00,5.00,3.00,40.00,0.00,0.00,13750.00,0.00,0.00,0.00,0.00,0.00,0.80,144.64,0.00,21118.93,0.00,0.00,0.00,,0.00,0.00,2.92,,35014.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163.12,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,250.55,0.00,0.00,0.00,,0.00,0.00,3.01,,415.47,0.00,0.00,22787.50,0.00,0.00,0.00,0.00,0.00,1.86,238.67,0.00,34999.83,0.00,0.00,0.00,,0.00,0.00,3.19,,58027.86,0.00,0.00,0.00,0.00,0.00
11.00,17.76,25.00,7.00,6.55,12.33,1.00,2.00,6.00,3.00,50.00,1081.98,437.00,821.96,0.00,0.00,0.00,0.00,0.00,1.17,1048.83,749.64,3292.40,0.00,0.00,0.00,,149.67,0.00,105.09,,7582.65,45.73,0.00,0.00,119.53,0.00,3.16,1.06,9.88,0.00,0.00,0.00,0.00,0.00,0.00,12.93,1.34,15.60,0.00,0.00,0.00,,1.90,0.00,105.57,,45.88,2159.69,872.48,1633.20,0.00,0.00,0.00,0.00,0.00,4.54,2079.10,1497.16,6565.80,0.00,0.00,0.00,,297.29,0.00,106.27,,15109.27,107.68,0.00,0.00,237.11,0.00
11.00,17.73,25.00,7.00,6.54,12.33,1.00,2.00,6.00,3.00,50.00,1081.96,437.00,821.98,0.00,0.00,0.00,0.00,0.00,1.17,1049.14,749.64,3292.27,0.00,0.00,0.00,,99.77,0.00,105.12,,7532.93,45.73,0.00,0.00,79.68,0.00,3.16,1.06,9.88,0.00,0.00,0.00,0.00,0.00,0.00,12.93,1.34,15.60,0.00,0.00,0.00,,1.27,0.00,105.58,,45.24,2159.66,872.48,1633.25,0.00,0.00,0.00,0.00,0.00,4.55,2079.84,1497.17,6565.57,0.00,0.00,0.00,,198.17,0.00,106.24,,15010.69,107.68,0.00,0.00,158.06,0.00
16.50,16.82,25.00,7.00,9.30,14.80,1.00,3.00,5.00,3.00,50.00,719.16,290.50,546.83,0.00,0.00,0.00,0.00,0.00,0.79,784.08,498.30,2138.69,0.00,0.00,0.00,,99.49,0.00,85.68,,5077.83,27.57,0.00,0.00,79.46,0.00,1.71,0.58,5.28,0.00,0.00,0.00,0.00,0.00,0.00,7.99,0.74,7.91,0.00,0.00,0.00,,1.01,0.00,85.84,,25.20,1436.18,580.26,1088.05,0.00,0.00,0.00,0.00,0.00,3.15,1556.66,995.56,4268.21,0.00,0.00,0.00,,197.92,0.00,86.57,,10125.98,64.98,0.00,0.00,157.86,0.00
16.50,16.80,25.00,7.00,9.29,14.80,1.00,3.00,5.00,3.00,50.00,719.16,290.50,546.83,0.00,0.00,0.00,0.00,0.00,0.79,784.28,498.30,2138.60,0.00,0.00,0.00,,66.32,0.00,85.70,,5044.78,27.57,0.00,0.00,52.97,0.00,1.77,0.60,5.46,0.00,0.00,0.00,0.00,0.00,0.00,8.24,0.77,8.18,0.00,0.00,0.00,,0.69,0.00,85.86,,25.70,1436.12,580.24,1087.87,0.00,0.00,0.00,0.00,0.00,3.15,1556.89,995.53,4267.77,0.00,0.00,0.00,,131.91,0.00,86.54,,10059.47,64.98,0.00,0.00,105.21,0.00
16.49,15.50,25.00,7.00,8.57,13.56,1.00,3.00,6.00,3.00,55.00,719.16,290.50,546.83,0.00,0.00,0.00,0.00,0.00,0.79,784.08,498.30,2138.69,0.00,0.00,0.00,,99.49,0.00,85.68,,5077.83,27.57,0.00,0.00,79.46,0.00,1.97,0.67,6.10,0.00,0.00,0.00,0.00,0.00,0.00,9.11,0.85,9.13,0.00,0.00,0.00,,1.16,0.00,85.95,,29.00,1595.26,644.56,1207.37,0.00,0.00,0.00,0.00,0.00,3.86,1726.56,1105.97,4740.13,0.00,0.00,0.00,,219.61,0.00,86.83,,11243.32,74.02,0.00,0.00,175.11,0.00
11.00,20.48,25.00,7.00,7.55,12.33,1.00,2.00,6.00,3.00,50.00,300.18,121.87,2374.69,0.00,0.00,0.00,0.00,0.00,0.48,454.97,749.14,3730.67,0.00,0.00,0.00,,99.65,0.00,47.50,,7831.66,14.57,0.00,0.00,79.59,0.00,0.63,0.19,23.99,0.00,0.00,0.00,0.00,0.00,0.00,4.98,1.14,35.14,0.00,0.00,0.00,,1.06,0.00,47.55,,67.12,599.50,243.46,4723.55,0.00,0.00,0.00,0.00,0.00,1.91,902.80,1496.57,7423.30,0.00,0.00,0.00,,198.17,0.00,48.05,,15589.25,34.38,0.00,0.00,158.05,0.00
11.00,17.56,32.00,7.00,6.47,12.33,1.00,2.00,6.00,3.00,50.00,300.18,121.87,2374.69,0.00,0.00,0.00,0.00,0.00,0.56,457.38,749.14,3729.14,0.00,0.00,0.00,,99.65,0.00,44.29,,7832.62,14.55,0.00,0.00,79.53,0.00,0.86,0.25,32.76,0.00,0.00,0.00,0.00,0.00,0.00,6.61,1.55,47.98,0.00,0.00,0.00,,1.46,0.00,44.44,,91.47,599.15,243.35,4713.90,0.00,0.00,0.00,0.00,0.00,2.17,905.40,1495.87,7406.02,0.00,0.00,0.00,,197.73,0.00,44.97,,15563.59,34.33,0.00,0.00,157.52,0.00
16.49,17.85,25.00,7.00,9.87,16.27,1.00,3.00,5.00,3.00,55.00,719.16,290.50,546.83,0.00,0.00,0.00,0.00,0.00,0.79,784.08,498.30,2138.69,0.00,0.00,0.00,,99.49,0.00,85.68,,5077.83,27.57,0.00,0.00,79.46,0.00,1.65,0.56,5.11,0.00,0.00,0.00,0.00,0.00,0.00,7.76,0.72,7.65,0.00,0.00,0.00,,0.97,0.00,85.91,,24.42,1595.61,644.68,1208.55,0.00,0.00,0.00,0.00,0.00,3.87,1728.23,1106.10,4741.81,0.00,0.00,0.00,,219.83,0.00,86.84,,11248.67,74.02,0.00,0.00,175.29,0.00
8.23,20.40,25.00,7.00,5.63,15.49,1.00,1.00,5.00,3.00,35.00,1436.13,580.25,1087.88,0.00,0.00,0.00,0.00,0.00,1.76,1462.00,995.54,4324.62,0.00,0.00,0.00,,197.92,0.00,136.43,,10086.10,64.98,0.00,0.00,158.05,0.00,2.94,0.99,9.28,0.00,0.00,0.00,0.00,0.00,0.00,12.90,1.26,14.24,0.00,0.00,0.00,,1.78,0.00,136.92,,43.40,2207.25,891.91,1668.21,0.00,0.00,0.00,0.00,0.00,4.08,2238.88,1530.50,6643.80,0.00,0.00,0.00,,303.45,0.00,137.18,,15488.08,110.65,0.00,0.00,242.15,0.00
